subject_id,num_windows,MAE_15min_mgdl,RMSE_15min_mgdl,MAE_30min_mgdl,RMSE_30min_mgdl,MAE_60min_mgdl,RMSE_60min_mgdl,MAE_90min_mgdl,RMSE_90min_mgdl,dataset_name
HUPA0001P,252,17.269947052001953,22.0500602722168,25.980905532836918,33.916465759277344,38.911128997802734,51.38250732421875,50.01505661010742,64.09541320800781,14_HUPA-UCM
HUPA0002P,191,8.627787590026855,12.522797584533691,15.34528923034668,22.216365814208984,27.25324058532715,40.10153579711914,36.03456115722656,52.48051452636719,14_HUPA-UCM
HUPA0003P,230,10.83712387084961,13.593976020812988,19.24595832824707,24.123615264892575,34.50948715209961,43.63322830200195,46.059669494628906,57.62701034545898,14_HUPA-UCM
HUPA0004P,191,9.900385856628418,14.21665382385254,17.465301513671875,25.15505599975586,28.65028381347656,43.81655883789063,37.40431213378906,57.960880279541016,14_HUPA-UCM
HUPA0005P,236,7.59945011138916,9.805928230285645,12.387903213500977,16.097827911376953,20.16989517211914,25.956195831298828,26.11271476745605,32.46868133544922,14_HUPA-UCM
HUPA0006P,131,12.312986373901367,16.6116886138916,22.79511070251465,30.84515380859375,39.71823501586914,55.96060180664063,56.35930252075195,77.5551528930664,14_HUPA-UCM
HUPA0007P,236,13.172178268432615,17.44152069091797,21.72900390625,28.416303634643555,35.840789794921875,46.10891342163086,46.19301986694336,58.91591262817383,14_HUPA-UCM
HUPA0009P,233,2.841529369354248,3.933623790740967,5.939465522766113,8.436814308166504,11.578015327453612,16.537263870239258,17.216751098632812,24.37873268127441,14_HUPA-UCM
HUPA0010P,177,7.1379499435424805,12.095786094665527,13.2266263961792,20.52074241638184,23.39862823486328,33.77897262573242,31.326648712158203,42.83726501464844,14_HUPA-UCM
HUPA0011P,235,13.664822578430176,18.58761215209961,22.750701904296875,30.282629013061523,34.875728607177734,48.19004821777344,43.72587203979492,57.508583068847656,14_HUPA-UCM
HUPA0014P,234,9.735523223876951,12.68272590637207,18.98881721496582,23.74742317199707,34.48029708862305,42.67684173583984,47.23004150390625,57.96439743041992,14_HUPA-UCM
HUPA0015P,232,10.008163452148438,14.783918380737305,17.50267219543457,25.462177276611328,31.24443626403809,44.69182968139648,41.20296478271485,56.8301010131836,14_HUPA-UCM
